Hostname|Last Known Location|IPv4|IPv6|Operating System|Physical/Virtual Machine|Owner|Administrator|U of A Tag Number|Make/Model|Processor|RAM (GB)|Storage Space (GB)|GPU|Serial Number|Status|Rack Number|SRIT Access|Power Up|Support Team|Department|Comments
CHERD-ESB-1-17||129.128.54.186||Windows|Physical|sts|||Lenovo ThinkPad X230 Tablet||||||Active|||||EAS|
IST-RATIONAL2||129.128.54.186||Windows|Physical|EA_SCIENCE|||INTEL_ DG45ID__||||||Active|||||EAS|
IST-RATIONAL2||129.128.54.186||Windows|Physical|STS|||INTEL_ DG45ID__||||||Active|||||EAS|
1ldo181||129.128.54.189||Linux|Physical|||| ||||||Active|||||EAS|
ESB1-11A-WSK001||129.128.54.189||Windows|Physical|sts||| ||||||Active|||||EAS|
ET0021B7949D40||129.128.54.190||Printer|Physical||||Lexmark International Lexmark E360dn 72MRHVK LL.LBM.P429a||||||Active|||||EAS|Lexmark E360dn version NR.APS.N449 kernel 2.6.18.5 All-N-1
EAS-1-6-LABPC1||129.128.54.191||Windows|Physical|sts|||Dell Inc. OptiPlex 755||||||Active|||||EAS|
ESB-B14-002||129.128.54.191||Windows|Physical|EA_Science|||INTEL_ DG965SS_||||||Active|||||EAS|
stephen-johnstons-time-capsule|defaultlocation|129.128.54.192||Apple Mac|Physical||||Apple: Inc. Dexter||||||Active|||||EAS|Apple AirPort - Apple Inc.: 2006-2012.  All rights Reserved.
ESB2-17-NGEREIN||129.128.54.193||Windows|Physical|sts|||INTEL_ DX58SO__||||||Active|||||EAS|
YUXIA-ESB3-11||129.128.54.194||Windows|Physical|EA_SCIENCE|||ASUSTek COMPUTER INC. ||||||Active|||||EAS|
RCREASER-3-18A||129.128.54.195||Windows|Physical|STS|||HP Pavilion 061 RC658AA-ABA a1630n||||||Active|||||EAS|
ESB4-17-I5||129.128.54.196||Windows|Physical|sts||| ||||||Active|||||EAS|
MJ05U6SC||129.128.54.197||Windows|Physical|STS|||Lenovo ThinkStation P510||||||Active|||||EAS|Lenovo ThinkStation P510 * Jonathan banks
esb-b-02a-hp|ESB 1-26 Main office printer|129.128.54.202||Printer|Physical||||Hewlett-Packard HP LaserJet 5000 Series||||||Active|||||EAS|HP ETHERNET MULTI-ENVIRONMENT:ROM G.07.19:JETDIRECT:JD33:EEPROM G.08.04
panasonic12||129.128.54.203||Camera|Physical|||| ver2.4 rev0||||||Active|||||EAS|
panasonic11||129.128.54.204||Camera|Physical|||| ver2.4 rev0||||||Active|||||EAS|
panasonic10||129.128.54.207||Camera|Physical|||| ver2.4 rev0||||||Active|||||EAS|
panasonic9||129.128.54.208||Camera|Physical|||| ver2.4 rev0||||||Active|||||EAS|
d335293j||129.128.54.209||Webserver|Physical|||| ||||||Active|||||EAS|
panasonic8||129.128.54.210||Camera|Physical|||| ver2.4 rev0||||||Active|||||EAS|
panasonic7||129.128.54.211||Camera|Physical|||| ver2.4 rev0||||||Active|||||EAS|
panasonic6||129.128.54.212||Camera|Physical|||| ver2.4 rev0||||||Active|||||EAS|
panasonic5||129.128.54.213||Camera|Physical|||| ver2.4 rev0||||||Active|||||EAS|
ESB1-13XRAY-LAB||129.128.54.214||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
b-fqchz42||129.128.54.216||Unknown|Physical|||| Microsoft-IIS/10.0||||||Active|||||EAS|
DEV830E4B||129.128.54.217||Printer|Physical||||Marvell Semiconductor Inc. HP LaserJet Pro MFP M127fn||||||Active|||||EAS|HP ETHERNET MULTI-ENVIRONMENT
BRN001BA97FA9B2||129.128.54.219||Printer|Physical||||Brother Industries: Ltd. Brother HL-2270DW series||||||Active|||||EAS|Brother NC-8200h: Firmware Ver.1.06  (11.02.07):MID 84UC07
DIF02||129.128.54.220||Windows|Physical|STS|||Dell Inc. Precision Tower 3620||||||Active|||||EAS|
ESB3-16-002||129.128.54.220||Windows|Physical|STS|||ASUSTeK COMPUTER INC. M11AD||||||Active|||||EAS|
DIF01||129.128.54.221||Windows|Physical|STS|||Dell Inc. Precision Tower 3620||||||Active|||||EAS|
ESB2-03A-WIN7||129.128.54.221||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
WOODLAND-ESB406||129.128.54.222||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
GCHEN-ESB-1-03||129.128.54.225||Windows|Physical|sts||| ||||||Active|||||EAS|
LEBLANC-ESB1-03||129.128.54.226||Windows|Physical|STS||| ||||||Active|||||EAS|
LEBLANC-ESB1-03||129.128.54.226||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
ET000400714D4C||129.128.54.227||Printer|Physical||||Dell Inc. Dell Laser Printer 1720dn 6215C7W LE.PM.P117 -- Part Number --||||||Active|||||EAS|Dell Laser Printer 1720dn version NM.NA.N094a-p1 kernel 2.6.10 All-N-1
BRN008077508DA6||129.128.54.229||Printer|Physical||||Brother Industries: Ltd. Brother QL-1060N||||||Active|||||EAS|Brother NC-11004h: Firmware Ver.1.01  (08.10.28):MID 8V7105
ESB1-19A-XPS27||129.128.54.231||Windows|Physical|sts|||Dell Inc. XPS 2720||||||Active|||||EAS|
NPIA26B01||129.128.54.232||Printer|Physical||||Hewlett-Packard HP LaserJet 200 colorMFP M275nw||||||Active|||||EAS|HP ETHERNET MULTI-ENVIRONMENT:SN:CNB0CBV03K:FN:T000926:SVCID:22193:PID:HP LaserJet 200 colorMFP M275nw
ESB-B14-01||129.128.54.234||Windows|Physical|STS|||INTEL_ DQ45CB__||||||Active|||||EAS|
ESB-1-11||129.128.54.235||Windows|Physical|STS|||Dell Inc. OptiPlex 760||||||Active|||||EAS|
IST-578630||129.128.54.235||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
ALOCOCK-ESB-B10||129.128.54.239||Windows|Physical|STS|||Lenovo ThinkPad T430s||||||Active|||||EAS|
ColorQube 8570DN-17||129.128.54.24||Printer|Physical||||Xerox Xerox ColorQube 8570DN;OS10.62:Eng23.P1.4.10.0:Net42.40.09.02||||||Active|||||EAS|Xerox ColorQube 8570DN; System 1.3.8.P: OS 10.62: PS 4.10.0: Eng 23.P1.4.10.0: Net 42.40.09.02.2011: Adobe PostScript 3016.101 (16): PCL 5c Version 5.0
RICOHC4500||129.128.54.240||Printer|Physical|WORKGROUP|||RICOH Co. Ltd. RICOH Aficio MP C4500||||||Active|||||EAS|RICOH Aficio MP C4500 1.70 / RICOH Network Printer C model / RICOH Network Scanner C model / RICOH Network Facsimile C model
panasonic4||129.128.54.241||Camera|Physical|||| ver2.4 rev0||||||Active|||||EAS|
NPI41997B||129.128.54.244||Printer|Physical||||Hewlett-Packard HP LaserJet Professional P1606dn||||||Active|||||EAS|HP ETHERNET MULTI-ENVIRONMENT
panasonic3||129.128.54.245||Camera|Physical|||| ver2.4 rev0||||||Active|||||EAS|
panasonic2||129.128.54.246||Camera|Physical|||| ver2.4 rev0||||||Active|||||EAS|
panasonic1||129.128.54.251||Camera|Physical|||| ver2.4 rev0||||||Active|||||EAS|
panasonic-dvr||129.128.54.253||Camera|Physical|||| ||||||Active|||||EAS|
ESB-TR-B09-01-T|ESB_B-09|129.128.54.254||Switch|Physical||||Hewlett-Packard ProCurve 2520-24-PoE (J9138A)||||||Active|||||EAS|ProCurve J9138A Switch 2520-24-PoE: revision S.14.03: ROM S.14.03 (/sw/code/build/elmo(t4b_release))
Aficio MP C2500|DIF TORY 3-32|129.128.54.36||Printer|Physical||||RICOH Co. Ltd. RICOH Aficio MP C2500||||||Active|||||EAS|RICOH Aficio MP C2500 1.71 / RICOH Network Printer C model / RICOH Network Scanner C model / RICOH Network Facsimile C model
PLOTTER5500PS||129.128.54.38||Printer|Physical||||Hewlett-Packard HP Jetdirect||||||Active|||||EAS|HP ETHERNET MULTI-ENVIRONMENT:ROM R.22.01:JETDIRECT:JD95:EEPROM R.24.08:CIDATE 02/26/2003
emlcam||129.128.54.51||Camera|Physical|||| "220 AXIS 223M Megapixel Network Camera 4.47.1 (May 20 2010) ready.||||||Active|||||EAS|
PEARSON-LAB-003||129.128.54.58||Windows|Physical|STS||| ||||||Active|||||EAS|
PEARSON-LAB-003||129.128.54.58||Windows|Physical|EA_SCIENCE||| ||||||Active|||||EAS|
DELLAB9E8F||129.128.54.60||Printer|Physical||||Dell Inc. Dell 3130cn Color Laser; Net 13.71:ESS 201005101345||||||Active|||||EAS|Dell 3130cn Color Laser; Net 13.71: Controller 201005101352: Engine 05.06.00
CHERD-ESB-B05E||129.128.54.64||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
CHERD-ESB-B05E||129.128.54.64||Windows|Physical|sts||| ||||||Active|||||EAS|
HERDNAS||129.128.54.68||Linux|Physical|NAS||| http server 1.0||||||Active|||||EAS|
ADMIN07||129.128.54.71||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
ADMIN07||129.128.54.71||Windows|Physical|STS||| ||||||Active|||||EAS|
ADMIN003||129.128.54.72||Windows|Physical|STS||| ||||||Active|||||EAS|
ADMIN03||129.128.54.72||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
ADMIN08||129.128.54.73||Windows|Physical|STS||| ||||||Active|||||EAS|
ADMIN08||129.128.54.73||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
ADMIN05||129.128.54.74||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
ADMIN05||129.128.54.74||Windows|Physical|STS|||Dell Inc. Precision Tower 3620||||||Active|||||EAS|
OLDADMIN05||129.128.54.74||Windows|Physical|STS||| ||||||Active|||||EAS|
ADMIN001||129.128.54.75||Windows|Physical|EA_Science|||ASUS All Series||||||Active|||||EAS|
ADMIN001||129.128.54.75||Windows|Physical|STS|||ASUS All Series||||||Active|||||EAS|
ADMIN04||129.128.54.76||Windows|Physical|STS|||ASUS All Series||||||Active|||||EAS|
ADMIN04||129.128.54.76||Windows|Physical|EA_Science|||ASUS All Series||||||Active|||||EAS|
ADMIN06||129.128.54.77||Windows|Physical|STS||| ||||||Active|||||EAS|
ADMIN06||129.128.54.77||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
ADMIN02||129.128.54.78||Windows|Physical|STS|||ASUS All Series||||||Active|||||EAS|
ADMIN02||129.128.54.78||Windows|Physical|EA_Science|||ASUS All Series||||||Active|||||EAS|
ALOCOCK-ESB-B01||129.128.54.81||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
JBANKS-3-19ESB||129.128.54.81||Windows|Physical|sts||| ||||||Active|||||EAS|
318esb||129.128.54.82||Unknown|Physical|||| Microsoft-IIS/10.0||||||Active|||||EAS|
NPIEC13B9||129.128.54.82||Printer|Physical||||Hewlett-Packard HP LaserJet 400 color M451nw||||||Active|||||EAS|HP ETHERNET MULTI-ENVIRONMENT:SN:CNDG100811:FN:Q531YGH:SVCID:24017:PID:HP LaserJet 400 color M451nw
4VB4YX1-PC||129.128.54.83||Windows|Physical|WORKGROUP|||Dell Inc. ||||||Active|||||EAS|
ESB3-16-WS003||129.128.54.84||Windows|Physical|STS|||ASUSTeK COMPUTER INC. M11AD||||||Active|||||EAS|Federico Rueda
PEARSON-LAB-002||129.128.54.86||Windows|Physical|STS||| ||||||Active|||||EAS|
PEARSON-LAB-002||129.128.54.86||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
ESB1-11A-WSK001||129.128.54.88||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
MHUFF-ESB3-04||129.128.54.89||Windows|Physical|EA_SCIENCE|||Dell Inc. OptiPlex 760||||||Active|||||EAS|
T3-32C-WINDOWS7||129.128.54.89||Windows|Physical|EA_SCIENCE|||Dell Inc. OptiPlex 760||||||Active|||||EAS|
ESB2-03A-WIN7||129.128.54.90||Windows|Physical|STS||| ||||||Active|||||EAS|
1ldo181||129.128.54.91||Linux|Physical|||| ||||||Active|||||EAS|
BZIGER-ESB1-03||129.128.54.93||Windows|Physical|STS||| ||||||Active|||||EAS|
ESB3-22MUEHLEN||129.128.54.93||Windows|Physical|EA_Science|||ASUS All Series||||||Active|||||EAS|
ESB1-14TSTACHEL||129.128.54.95||Windows|Physical|sts|||Dell Inc. Precision WorkStation T3500||||||Active|||||EAS|
ESB3-4MHUFF||129.128.54.98||Windows|Physical|sts|||ASUS All Series||||||Active|||||EAS|
JBANKS-3-19ESB||129.128.54.98||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
7XVCNL1||129.128.54.99||Windows|Physical|STS|||Dell Inc. Studio XPS 8100||||||Active|||||EAS|
ESB3-12PETROLOG||129.128.54.99||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
129||129.128.66.10||Unknown|Physical|||| ||||||Active|||||EAS|
HENOK-T3-15||129.128.66.100||Windows|Physical|STS|||ASUS All Series||||||Active|||||EAS|
plan-studio004||129.128.66.101||Unknown|Physical|||| ||||||Active|||||EAS|
NPIBFB1EC||129.128.66.103||Printer|Physical||||Hewlett-Packard HP Color LaserJet MFP M477fdw||||||Active|||||EAS|HP ETHERNET MULTI-ENVIRONMENT:SN:VNB8K4P16B:FN:1N86130:SVCID:27314:PID:HP Color LaserJet MFP M477fdw
PEARSON-LAB-001||129.128.66.107||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
PEARSON-LAB-001||129.128.66.107||Windows|Physical|STS||| ||||||Active|||||EAS|
DIF04||129.128.66.108||Windows|Physical|EA_Science|||Dell Inc. Precision Tower 3620||||||Active|||||EAS|
dfnsmall65||129.128.66.110||Linux|Physical|||| ||||||Active|||||EAS|
T3-119WSK001||129.128.66.111||Windows|Physical|STS|||Dell Inc. OptiPlex 3020||||||Active|||||EAS|
TMCGEE-T3-89-I5||129.128.66.112||Windows|Physical|EA_Science|||ASUS All Series||||||Active|||||EAS|
YBUSSWEILER-T3-||129.128.66.112||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
F8VZCD2||129.128.66.113||Windows|Physical|sts|||Dell Inc. OptiPlex 7040||||||Active|||||EAS|Dell Optiplex 7040 * Niger Sultana
T3-107-WSK003||129.128.66.113||Windows|Physical|STS||| ||||||Active|||||EAS|
DIF-T420S-1||129.128.66.117||Windows|Physical|WORKGROUP|||Wistron InfoComm (Kunshan)Co ||||||Active|||||EAS|
npi14bc7f|Boise: ID: USA|129.128.66.117||Printer|Physical||||Hewlett-Packard HP Color LaserJet 2840||||||Active|||||EAS|HP Color LaserJet 2840
TMCGEE-T3-89-I5||129.128.66.117||Windows|Physical|STS|||ASUS All Series||||||Active|||||EAS|
EPSON522295||129.128.66.118||Printer|Physical|WORKGROUP|||SEIKO EPSON CORPORATION EPSON WF-3640 Series||||||Active|||||EAS|EPSON Built-in 11b/g/n & 10/100 Print Server
PEARSON-HH001||129.128.66.119||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
testweb||129.128.66.120||Linux|Physical|||| ||||||Active|||||EAS|
1VDBGB2||129.128.66.124||Windows|Physical|STS|||Dell Inc. Precision Tower 5810||||||Active|||||EAS|
ASINGH-T3-98||129.128.66.124||Windows|Physical|STS||| ||||||Active|||||EAS|
ESB402-XPS||129.128.66.126||Windows|Physical|EA_Science|||Dell Inc. Studio XPS 8100||||||Active|||||EAS|
EASFILE3||129.128.66.13||Windows|Physical|EA_SCIENCE|||Dell Inc. PowerEdge 2650||||||Active|||||EAS|
dfnsmall65||129.128.66.133||Linux|Physical|||| ||||||Active|||||EAS|
dfnsmall65||129.128.66.136||Linux|Physical|||| ||||||Active|||||EAS|
PCARLSON-T3-88-||129.128.66.138||Windows|Physical|EA_Science|||Dell Inc. OptiPlex 760||||||Active|||||EAS|
Tory3-5|Tory3-130|129.128.66.14||Switch|Physical||||Hewlett-Packard HP ProCurve 4208vl J8773A||||||Active|||||EAS|ProCurve J8773A Switch 4208vl: revision L.11.24: ROM L.10.03 (/sw/code/build/rmm(rm11))
dfnsmall65||129.128.66.144||Linux|Physical|||| ||||||Active|||||EAS|
AGRAWAL-LAB001||129.128.66.148||Windows|Physical|STS|||Dell Inc. OptiPlex 9020||||||Active|||||EAS|
AGRAWAL-LAB002||129.128.66.149||Windows|Physical|sts|||Dell Inc. OptiPlex 9020||||||Active|||||EAS|
Tory2-2|Tory 2-109|129.128.66.15||Switch|Physical||||Hewlett-Packard HP J4121A ProCurve Switch 4000M||||||Active|||||EAS|HP J4121A ProCurve Switch 4000M: revision C.09.28: ROM C.06.01 (/sw/code/build/vgro(c09))
dfnsmall65||129.128.66.163||Linux|Physical|||| ||||||Active|||||EAS|
PWATERTON-T3-13||129.128.66.173||Windows|Physical|EA_Science||| ||||||Active|||||EAS|
TOR-TR-286-02||129.128.66.18||Switch|Physical||||Cisco Systems C3560||||||Active|||||EAS|"Cisco IOS Software: C3560 Software (C3560-IPBASEK9-M): Version 12.2(55)SE10: RELEASE SOFTWARE (fc2) Technical Support: http://www.cisco.com/techsupport Copyright (c) 1986-2015 by Cisco Systems: Inc. Compiled Wed 11-Feb-15 11:34 by prod_rel_team"
pearson-lab-001||129.128.66.180||Unknown|Physical|||| ||||||Active|||||EAS|
dfnsmall65||129.128.66.191||Linux|Physical|||| ||||||Active|||||EAS|
plan-studio004||129.128.66.195||Unknown|Physical|||| ||||||Active|||||EAS|
NPI629FD6||129.128.66.206||Printer|Physical||||Hewlett-Packard HP LaserJet 4000 Series||||||Active|||||EAS|HP ETHERNET MULTI-ENVIRONMENT:ROM G.07.02:JETDIRECT:JD30:EEPROM G.07.03
Tory3-4||129.128.66.22||Switch|Physical||||Hewlett-Packard J4813A ProCurve Switch 2524||||||Active|||||EAS|HP J4813A ProCurve Switch 2524: revision F.04.08: ROM F.02.01  (/sw/code/build/info(f01))
toryroof||129.128.66.230||Webserver|Physical|||| ||||||Active|||||EAS|
weatherdatalogger||129.128.66.240||Network device|Physical|||| ||||||Active|||||EAS|
assyria|unknown|129.128.66.243||Unix|Physical||||DEC COMPAQ AlphaServer DS10 617 MHz||||||Active|||||EAS|assyria.eas.ualberta.ca COMPAQ AlphaServer DS10 617 MHz Compaq Tru64 UNIX V5.1A (Rev. 1885); Fri Nov 30 12:21:28 GMT 2001 TCP/IP
parthia|unknown|129.128.66.248||Switch|Physical||||DEC COMPAQ AlphaServer DS20E 833 MHz||||||Active|||||EAS|parthia.eas.ualberta.ca COMPAQ AlphaServer DS20E 833 MHz Compaq Tru64 UNIX V5.1A (Rev. 1885); Thu May  9 17:18:43 GMT 2002 TCP/IP
campsci2||129.128.66.254||FTP server|Physical|||| ||||||Active|||||EAS|
ELO-01||129.128.66.27||Windows|Physical|WORKGROUP|||ASUSTek COMPUTER INC. ||||||Active|||||EAS|
newweb|Tory 2-86|129.128.66.28||Unknown|Physical|||| Microsoft-IIS/8.5||||||Active|||||EAS|Main Web server. There is a spare for this in the rack: directly below. Poweredge 2950
HP775DN||129.128.66.33||Printer|Physical||||Hewlett-Packard HP LaserJet 700 color MFP M775||||||Active|||||EAS|HP ETHERNET MULTI-ENVIRONMENT:ROM none:JETDIRECT:JD149:EEPROM JDI23260006:CIDATE 06/12/2014
file4data|"""USA"""|129.128.66.37||Webserver|Physical||||Promise Technology Inc. ||||||Active|||||EAS|Linux 129.128.66.37 2.4.21-rmk1-ds3-iop331.3 #1 Mon Jun 5 16:32:45 CST 2006 armv5l
igor|Tory 2-86|129.128.66.39||Unknown|Physical|||| ||||||Active|||||EAS|Igor's test box.
Tory2-1|Tory 2-130|129.128.66.4||Switch|Physical||||Hewlett-Packard HP J4121A ProCurve Switch 4000M||||||Active|||||EAS|HP J4121A ProCurve Switch 4000M: revision C.09.28: ROM C.06.01 (/sw/code/build/vgro(c09))
DIFLAB|TORY 3-130|129.128.66.45||Switch|Physical||||Hewlett-Packard eHTTP v2.0||||||Active|||||EAS|ProCurve J4905A Switch 3400cl-24G: revision M.10.06: ROM I.08.11 (/sw/code/build/makf(ts_08_5))
aragon||129.128.66.49||Linux|Physical|||| ||||||Active|||||EAS|
Tory3-2|Tory 3-130|129.128.66.5||Switch|Physical||||Hewlett-Packard HP J4121A ProCurve Switch 4000M||||||Active|||||EAS|HP J4121A ProCurve Switch 4000M: revision C.09.28: ROM C.06.01 (/sw/code/build/vgro(c09))
easweb3||129.128.66.56||Linux|Physical|||| Apache/2.4.23 (FreeBSD) PHP/7.0.8||||||Active|||||EAS|
easweb4||129.128.66.57||Linux|Physical|||| Apache/2.4.27 (FreeBSD) OpenSSL/1.0.2j-freebsd PHP/7.0.20||||||Active|||||EAS|
hpscanner||129.128.66.59||Webserver|Physical|||| Apache||||||Active|||||EAS|
T-3-113-SHIRAOK||129.128.66.62||Windows|Physical|EA_Science|||ASUS All Series||||||Active|||||EAS|
T-3-113-SHIRAOK||129.128.66.62||Windows|Physical|STS|||ASUS All Series||||||Active|||||EAS|
WSK001T3-110||129.128.66.63||Windows|Physical|STS||| ||||||Active|||||EAS|
129||129.128.66.71||Unknown|Physical|||| ||||||Active|||||EAS|
dfnsmall65||129.128.66.72||Linux|Physical|||| ||||||Active|||||EAS|
plan-studio002||129.128.66.73||Unknown|Physical|||| ||||||Active|||||EAS|
HENOK-T3-15||129.128.66.75||Windows|Physical|EA_Science|||ASUS All Series||||||Active|||||EAS|
DEL001599E73BB8||129.128.66.76||Printer|Physical||||Dell Inc. Dell B1265dnf Laser MFP||||||Active|||||EAS|Dell B1265dnf Laser MFP; V3.70.01.10     SEP-14-2012;Engine V1.03.06 10-27-2011;NIC V6.01.00;S/N 2VFJ7S1
plan-studio004||129.128.66.77||Unknown|Physical|||| ||||||Active|||||EAS|
plan-studio004||129.128.66.78||Unknown|Physical|||| ||||||Active|||||EAS|
NAS-PLANNING||129.128.66.79||Linux|Physical|WORKGROUP||| Apache||||||Active|||||EAS|WORKGROUP\NAS-PLANNING 4.9
F997DD2||129.128.66.80||Windows|Physical|sts|||Dell Inc. OptiPlex 7040||||||Active|||||EAS|Dell Optiplex 7040 * EAS
plan-studio003||129.128.66.81||Unknown|Physical|||| ||||||Active|||||EAS|
plan-studio004||129.128.66.82||Unknown|Physical|||| ||||||Active|||||EAS|
T3-110-WSK002||129.128.66.86||Windows|Physical|STS|||Dell Inc. OptiPlex 7040||||||Active|||||EAS|
plan-studio002||129.128.66.87||Unknown|Physical|||| ||||||Active|||||EAS|
DIF03||129.128.66.89||Windows|Physical|EA_SCIENCE|||Dell Inc. Precision Tower 3620||||||Active|||||EAS|
pearson-lab-001||129.128.66.91||Unknown|Physical|||| ||||||Active|||||EAS|
T3-109-WSK004||129.128.66.93||Windows|Physical|STS|||Dell Inc. OptiPlex 7040||||||Active|||||EAS|
wks89303||129.128.66.93||Webserver|Physical|||| ||||||Active|||||EAS|
ferda||129.128.66.95||NAS|Physical|||| ||||||Active|||||EAS|
T3-119WSK002||129.128.66.98||Windows|Physical|EA_Science|||Dell Inc. OptiPlex 3020||||||Active|||||EAS|
mainpc||129.128.66.99||Webserver|Physical|||| ||||||Active|||||EAS|
BSAS-LUNCH-PC||129.128.82.104||Windows|Physical|BIO-SCI|||INTEL DG31PR||||||Active|||||BioSci-Research|
POLKA-PC||129.128.82.105||Windows|Physical|BIO-SCI||| ||||||Active|||||BioSci-Research|
129||129.128.82.109||NAS|Physical|||| ||||||Active|||||BioSci-Research|
4LLMS22||129.128.82.110||Windows|Physical|BIO-SCI|||Dell Inc. OptiPlex 9020||||||Active|||||BioSci-Research|
GIS-B418-03||129.128.82.112||Windows|Physical|BIO-SCI||| ||||||Active|||||BioSci-Research|
B-613A||129.128.82.113||NAS|Physical|WORKGROUP||| ||||||Active|||||BioSci-Research|WORKGROUP\B-613A 4.9
BIOL208-PC-6||129.128.82.116||Windows|Physical|BIO-SCI|||ASUSTeK Computer INC. EB1035||||||Active|||||BioSci-Research|
GOODVELO-PC||129.128.82.118||Windows|Physical|BIO-SCI|||Hewlett-Packard ||||||Active|||||BioSci-Research|
MAXISII-22308||129.128.82.118||Windows|Physical|TOF|||Hewlett-Packard ||||||Active|||||BioSci-Research|
DEV4E6169||129.128.82.120||Printer|Physical||||Marvell Semiconductor Inc. HP LaserJet Pro MFP M127fw||||||Active|||||BioSci-Research|HP ETHERNET MULTI-ENVIRONMENT
BIOL208-PC-16||129.128.82.121||Windows|Physical|BIO-SCI|||ASUSTeK Computer INC. EB1035||||||Active|||||BioSci-Research|
Z714-RMOSES||129.128.82.121||Windows|Physical|BIO-SCI|||INTEL_ DQ45CB__||||||Active|||||BioSci-Research|
BIO-704468||129.128.82.122||Windows|Physical|BIO-SCI|||Dell Inc. OptiPlex 7040||||||Active|||||BioSci-Research|
M-431||129.128.82.122||NAS|Physical|WORKGROUP||| ||||||Active|||||BioSci-Research|WORKGROUP\M-431 4.9
GIS-01006||129.128.82.123||NAS|Physical|WORKGROUP||| ||||||Active|||||BioSci-Research|WORKGROUP\GIS-01006 4.9
shawnmorrison||129.128.82.126||Webserver|Physical|||| Apache/2.2.14 (Win32)||||||Active|||||BioSci-Research|
dylan-x9sra-x9sra-3||129.128.82.129||Webserver|Physical|||| Apache/2.4.18 (Ubuntu)||||||Active|||||BioSci-Research|
